id,category,arm,repeat,wall_s,server_prompt_ms,server_predicted_ms,http_calls,scoring_calls,chunk_calls,wasted_tokens,tokens,held_fraction,divergences,correct,analytic_speedup
doc-change-shrink-fraction,doc_summary,baseline,0,1.1342,18.94,1114.59,1,0,0,0,72,,,pass,1.0
doc-change-shrink-fraction,doc_summary,"entropy_floor:tau=3.0,floor=1.0",0,0.8383,740.27,69.49,3,2,1,0,81,0.9383,1,pass,5.7857
doc-change-shrink-fraction,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",0,0.2106,6.16,203.7,1,0,0,0,81,0.9383,1,pass,
doc-change-shrink-fraction,doc_summary,baseline,1,1.1533,18.88,1133.66,1,0,0,0,72,,,pass,1.0
doc-change-shrink-fraction,doc_summary,"entropy_floor:tau=3.0,floor=1.0",1,0.8296,731.09,69.78,3,2,1,0,81,0.9383,1,pass,5.7857
doc-change-shrink-fraction,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",1,0.2108,4.62,205.31,1,0,0,0,81,0.9383,1,pass,
doc-change-shrink-fraction,doc_summary,baseline,2,1.1465,18.83,1126.94,1,0,0,0,72,,,pass,1.0
doc-change-shrink-fraction,doc_summary,"entropy_floor:tau=3.0,floor=1.0",2,0.8333,735.34,69.49,3,2,1,0,81,0.9383,1,pass,5.7857
doc-change-shrink-fraction,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",2,0.2093,4.68,203.87,1,0,0,0,81,0.9383,1,pass,
fact-third-country-overtakes,fact_answer,baseline,0,0.4988,18.93,479.17,1,0,0,0,31,,,pass,1.0
fact-third-country-overtakes,fact_answer,"entropy_floor:tau=3.0,floor=1.0",0,0.7566,415.94,299.05,5,2,3,0,30,0.5333,3,pass,1.0345
fact-third-country-overtakes,fact_answer,"redraft:entropy_floor:tau=3.0,floor=1.0",0,0.3634,5.04,357.7,1,0,0,0,30,0.5333,3,pass,
fact-third-country-overtakes,fact_answer,baseline,1,0.5017,19.77,481.27,1,0,0,0,31,,,pass,1.0
fact-third-country-overtakes,fact_answer,"entropy_floor:tau=3.0,floor=1.0",1,0.7551,414.7,299.0,5,2,3,0,30,0.5333,3,pass,1.0345
fact-third-country-overtakes,fact_answer,"redraft:entropy_floor:tau=3.0,floor=1.0",1,0.3671,4.62,361.7,1,0,0,0,30,0.5333,3,pass,
fact-third-country-overtakes,fact_answer,baseline,2,0.5021,19.48,481.89,1,0,0,0,31,,,pass,1.0
fact-third-country-overtakes,fact_answer,"entropy_floor:tau=3.0,floor=1.0",2,0.7567,418.66,296.75,5,2,3,0,30,0.5333,3,pass,1.0345
fact-third-country-overtakes,fact_answer,"redraft:entropy_floor:tau=3.0,floor=1.0",2,0.3658,5.04,360.01,1,0,0,0,30,0.5333,3,pass,
fact-change-capital-value,fact_answer,baseline,0,0.5079,19.22,488.06,1,0,0,0,31,,,FAIL,1.0
fact-change-capital-value,fact_answer,"entropy_floor:tau=3.0,floor=1.0",0,0.7629,501.39,211.93,6,3,3,0,30,0.6,3,FAIL,1.1111
fact-change-capital-value,fact_answer,"redraft:entropy_floor:tau=3.0,floor=1.0",0,0.3381,4.49,332.89,1,0,0,0,30,0.6,3,FAIL,
fact-change-capital-value,fact_answer,baseline,1,0.5018,18.82,482.34,1,0,0,0,31,,,FAIL,1.0
fact-change-capital-value,fact_answer,"entropy_floor:tau=3.0,floor=1.0",1,0.7616,500.11,211.17,6,3,3,0,30,0.6,3,FAIL,1.1111
fact-change-capital-value,fact_answer,"redraft:entropy_floor:tau=3.0,floor=1.0",1,0.338,5.96,331.43,1,0,0,0,30,0.6,3,FAIL,
fact-change-capital-value,fact_answer,baseline,2,0.5076,18.9,488.03,1,0,0,0,31,,,FAIL,1.0
fact-change-capital-value,fact_answer,"entropy_floor:tau=3.0,floor=1.0",2,0.7658,504.46,211.47,6,3,3,0,30,0.6,3,FAIL,1.1111
fact-change-capital-value,fact_answer,"redraft:entropy_floor:tau=3.0,floor=1.0",2,0.3378,4.37,332.76,1,0,0,0,30,0.6,3,FAIL,
code-rename-var,code_review,baseline,0,2.2781,18.94,2258.43,1,0,0,0,140,,,pass,1.0
code-rename-var,code_review,"entropy_floor:tau=3.0,floor=1.0",0,5.3588,4448.69,728.76,19,10,9,0,256,0.8594,8,pass,2.9425
code-rename-var,code_review,"redraft:entropy_floor:tau=3.0,floor=1.0",0,1.2658,6.84,1258.06,1,0,0,0,256,0.8516,8,pass,
code-rename-var,code_review,baseline,1,3.6657,18.68,3646.31,1,0,0,0,225,,,pass,1.0
code-rename-var,code_review,"entropy_floor:tau=3.0,floor=1.0",1,5.3594,4452.88,726.29,19,10,9,0,256,0.8594,8,pass,2.9425
code-rename-var,code_review,"redraft:entropy_floor:tau=3.0,floor=1.0",1,1.2559,7.81,1247.25,1,0,0,0,256,0.8516,8,pass,
code-rename-var,code_review,baseline,2,3.6691,19.48,3648.88,1,0,0,0,225,,,pass,1.0
code-rename-var,code_review,"entropy_floor:tau=3.0,floor=1.0",2,5.4287,4475.93,773.7,19,10,9,0,256,0.8594,8,pass,2.9425
code-rename-var,code_review,"redraft:entropy_floor:tau=3.0,floor=1.0",2,1.2625,7.88,1253.67,1,0,0,0,256,0.8516,8,pass,
code-introduce-bug,code_review,baseline,0,1.7127,18.91,1693.01,1,0,0,0,106,,,pass,1.0
code-introduce-bug,code_review,"entropy_floor:tau=3.0,floor=1.0",0,2.5486,881.59,1589.46,9,2,7,0,112,0.5536,3,FAIL,1.6471
code-introduce-bug,code_review,"redraft:entropy_floor:tau=3.0,floor=1.0",0,1.0459,8.18,1036.82,1,0,0,0,112,0.5536,3,FAIL,
code-introduce-bug,code_review,baseline,1,1.8562,19.24,1836.28,1,0,0,0,114,,,FAIL,1.0
code-introduce-bug,code_review,"entropy_floor:tau=3.0,floor=1.0",1,2.5439,879.37,1586.05,9,2,7,0,112,0.5536,3,FAIL,1.6471
code-introduce-bug,code_review,"redraft:entropy_floor:tau=3.0,floor=1.0",1,1.0375,5.92,1030.86,1,0,0,0,112,0.5536,3,FAIL,
code-introduce-bug,code_review,baseline,2,1.854,19.3,1833.9,1,0,0,0,114,,,FAIL,1.0
code-introduce-bug,code_review,"entropy_floor:tau=3.0,floor=1.0",2,2.5472,884.78,1584.27,9,2,7,0,112,0.5536,3,FAIL,1.6471
code-introduce-bug,code_review,"redraft:entropy_floor:tau=3.0,floor=1.0",2,1.0412,4.3,1036.1,1,0,0,0,112,0.5536,3,FAIL,
code-add-guard,code_review,baseline,0,4.1713,19.1,4151.47,1,0,0,0,256,,,pass,1.0
code-add-guard,code_review,"entropy_floor:tau=3.0,floor=1.0",0,5.549,791.43,4640.9,13,2,11,0,234,0.094,3,pass,1.0493
code-add-guard,code_review,"redraft:entropy_floor:tau=3.0,floor=1.0",0,4.0592,4.09,4054.23,1,0,0,0,256,0.0859,3,pass,
code-add-guard,code_review,baseline,1,4.1722,19.7,4151.74,1,0,0,0,256,,,pass,1.0
code-add-guard,code_review,"entropy_floor:tau=3.0,floor=1.0",1,5.5239,787.1,4620.33,13,2,11,0,234,0.094,3,pass,1.0493
code-add-guard,code_review,"redraft:entropy_floor:tau=3.0,floor=1.0",1,4.0127,4.93,4006.83,1,0,0,0,256,0.0859,3,pass,
code-add-guard,code_review,baseline,2,4.1087,18.86,4089.07,1,0,0,0,256,,,pass,1.0
code-add-guard,code_review,"entropy_floor:tau=3.0,floor=1.0",2,5.5028,790.17,4597.36,13,2,11,0,234,0.094,3,pass,1.0493
code-add-guard,code_review,"redraft:entropy_floor:tau=3.0,floor=1.0",2,4.0088,5.38,4002.61,1,0,0,0,256,0.0859,3,pass,
code-reformat-whitespace,code_review,baseline,0,3.8051,19.02,3785.3,1,0,0,0,238,,,pass,1.0
code-reformat-whitespace,code_review,"entropy_floor:tau=3.0,floor=1.0",0,3.8837,1277.7,2484.15,14,4,10,0,152,0.3421,6,pass,1.1515
code-reformat-whitespace,code_review,"redraft:entropy_floor:tau=3.0,floor=1.0",0,2.0666,4.23,2061.53,1,0,0,0,157,0.3312,6,pass,
code-reformat-whitespace,code_review,baseline,1,3.8553,19.08,3835.48,1,0,0,0,238,,,pass,1.0
code-reformat-whitespace,code_review,"entropy_floor:tau=3.0,floor=1.0",1,3.895,1281.45,2490.96,14,4,10,0,152,0.3421,6,pass,1.1515
code-reformat-whitespace,code_review,"redraft:entropy_floor:tau=3.0,floor=1.0",1,2.0703,4.21,2065.3,1,0,0,0,157,0.3312,6,pass,
code-reformat-whitespace,code_review,baseline,2,3.8579,18.85,3838.26,1,0,0,0,238,,,pass,1.0
code-reformat-whitespace,code_review,"entropy_floor:tau=3.0,floor=1.0",2,3.8948,1284.25,2488.06,14,4,10,0,152,0.3421,6,pass,1.1515
code-reformat-whitespace,code_review,"redraft:entropy_floor:tau=3.0,floor=1.0",2,2.0693,4.11,2064.4,1,0,0,0,157,0.3312,6,pass,
code-add-typehints,code_review,baseline,0,3.2268,19.15,3206.9,1,0,0,0,199,,,pass,1.0
code-add-typehints,code_review,"entropy_floor:tau=3.0,floor=1.0",0,1.4053,976.44,367.88,7,3,4,0,108,0.8148,3,pass,2.7
code-add-typehints,code_review,"redraft:entropy_floor:tau=3.0,floor=1.0",0,0.5072,4.91,501.65,1,0,0,0,108,0.8148,3,pass,
code-add-typehints,code_review,baseline,1,3.2293,18.45,3210.1,1,0,0,0,199,,,pass,1.0
code-add-typehints,code_review,"entropy_floor:tau=3.0,floor=1.0",1,1.4224,989.88,369.87,7,3,4,0,108,0.8148,3,pass,2.7
code-add-typehints,code_review,"redraft:entropy_floor:tau=3.0,floor=1.0",1,0.5103,4.32,505.27,1,0,0,0,108,0.8148,3,pass,
code-add-typehints,code_review,baseline,2,3.2337,18.84,3214.07,1,0,0,0,199,,,pass,1.0
code-add-typehints,code_review,"entropy_floor:tau=3.0,floor=1.0",2,1.4081,976.33,371.1,7,3,4,0,108,0.8148,3,pass,2.7
code-add-typehints,code_review,"redraft:entropy_floor:tau=3.0,floor=1.0",2,0.5085,4.15,503.55,1,0,0,0,108,0.8148,3,pass,
code-break-logic,code_review,baseline,0,1.9381,19.13,1918.18,1,0,0,0,120,,,FAIL,1.0
code-break-logic,code_review,"entropy_floor:tau=3.0,floor=1.0",0,4.8389,736.81,3996.17,12,2,10,0,191,0.0314,2,FAIL,1.0053
code-break-logic,code_review,"redraft:entropy_floor:tau=3.0,floor=1.0",0,2.147,7.02,2139.11,1,0,0,0,131,0.0458,1,FAIL,
code-break-logic,code_review,baseline,1,2.6458,18.86,2626.24,1,0,0,0,164,,,FAIL,1.0
code-break-logic,code_review,"entropy_floor:tau=3.0,floor=1.0",1,4.8408,740.12,3993.26,12,2,10,0,191,0.0314,2,FAIL,1.0053
code-break-logic,code_review,"redraft:entropy_floor:tau=3.0,floor=1.0",1,2.1309,7.99,2122.03,1,0,0,0,131,0.0458,1,FAIL,
code-break-logic,code_review,baseline,2,2.6255,19.12,2605.52,1,0,0,0,164,,,FAIL,1.0
code-break-logic,code_review,"entropy_floor:tau=3.0,floor=1.0",2,4.839,741.22,3991.51,12,2,10,0,191,0.0314,2,FAIL,1.0053
code-break-logic,code_review,"redraft:entropy_floor:tau=3.0,floor=1.0",2,2.1323,7.9,2123.53,1,0,0,0,131,0.0458,1,FAIL,
doc-report-shift-quarter,doc_summary,baseline,0,0.8339,19.38,813.92,1,0,0,0,52,,,pass,1.0
doc-report-shift-quarter,doc_summary,"entropy_floor:tau=3.0,floor=1.0",0,0.7844,686.73,69.3,3,2,1,0,51,0.9216,1,pass,4.25
doc-report-shift-quarter,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",0,0.1941,7.61,185.72,1,0,0,0,51,0.9216,1,pass,
doc-report-shift-quarter,doc_summary,baseline,1,0.8341,18.64,814.76,1,0,0,0,52,,,pass,1.0
doc-report-shift-quarter,doc_summary,"entropy_floor:tau=3.0,floor=1.0",1,0.785,687.1,69.18,3,2,1,0,51,0.9216,1,pass,4.25
doc-report-shift-quarter,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",1,0.1911,4.21,186.1,1,0,0,0,51,0.9216,1,pass,
doc-report-shift-quarter,doc_summary,baseline,2,0.8375,19.28,817.6,1,0,0,0,52,,,pass,1.0
doc-report-shift-quarter,doc_summary,"entropy_floor:tau=3.0,floor=1.0",2,0.7817,684.44,68.99,3,2,1,0,51,0.9216,1,pass,4.25
doc-report-shift-quarter,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",2,0.1924,7.99,183.77,1,0,0,0,51,0.9216,1,pass,
doc-report-swap-driver,doc_summary,baseline,0,0.8864,18.51,867.12,1,0,0,0,55,,,pass,1.0
doc-report-swap-driver,doc_summary,"entropy_floor:tau=3.0,floor=1.0",0,1.2428,538.76,644.44,7,2,5,0,54,0.6111,2,pass,1.6364
doc-report-swap-driver,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",0,0.4755,5.01,469.75,1,0,0,0,54,0.6111,2,pass,
doc-report-swap-driver,doc_summary,baseline,1,0.888,19.33,868.02,1,0,0,0,55,,,pass,1.0
doc-report-swap-driver,doc_summary,"entropy_floor:tau=3.0,floor=1.0",1,1.2431,544.75,640.75,7,2,5,0,54,0.6111,2,pass,1.6364
doc-report-swap-driver,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",1,0.4751,4.58,469.75,1,0,0,0,54,0.6111,2,pass,
doc-report-swap-driver,doc_summary,baseline,2,0.8841,18.69,864.74,1,0,0,0,55,,,pass,1.0
doc-report-swap-driver,doc_summary,"entropy_floor:tau=3.0,floor=1.0",2,1.2288,530.97,640.04,7,2,5,0,54,0.6111,2,pass,1.6364
doc-report-swap-driver,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",2,0.4769,4.66,471.39,1,0,0,0,54,0.6111,2,pass,
doc-table-budget-increase,doc_summary,baseline,0,0.2882,18.91,268.65,1,0,0,0,18,,,pass,1.0
doc-table-budget-increase,doc_summary,"entropy_floor:tau=3.0,floor=1.0",0,0.2788,186.45,68.64,3,2,1,0,17,0.7059,1,pass,1.5455
doc-table-budget-increase,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",0,0.1536,4.66,148.22,1,0,0,0,17,0.7059,1,pass,
doc-table-budget-increase,doc_summary,baseline,1,0.2891,18.83,269.57,1,0,0,0,18,,,pass,1.0
doc-table-budget-increase,doc_summary,"entropy_floor:tau=3.0,floor=1.0",1,0.2798,187.25,68.49,3,2,1,0,17,0.7059,1,pass,1.5455
doc-table-budget-increase,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",1,0.154,4.05,149.33,1,0,0,0,17,0.7059,1,pass,
doc-table-budget-increase,doc_summary,baseline,2,0.2867,18.69,267.35,1,0,0,0,18,,,pass,1.0
doc-table-budget-increase,doc_summary,"entropy_floor:tau=3.0,floor=1.0",2,0.2824,188.64,69.57,3,2,1,0,17,0.7059,1,pass,1.5455
doc-table-budget-increase,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",2,0.1536,4.78,148.15,1,0,0,0,17,0.7059,1,pass,
doc-table-new-department,doc_summary,baseline,0,0.4002,18.84,380.63,1,0,0,0,25,,,pass,1.0
doc-table-new-department,doc_summary,"entropy_floor:tau=3.0,floor=1.0",0,0.6502,306.17,296.76,6,2,4,0,24,0.25,2,pass,1.0435
doc-table-new-department,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",0,0.3841,4.62,378.74,1,0,0,0,24,0.25,2,pass,
doc-table-new-department,doc_summary,baseline,1,0.4008,18.9,381.16,1,0,0,0,25,,,pass,1.0
doc-table-new-department,doc_summary,"entropy_floor:tau=3.0,floor=1.0",1,0.6497,305.7,295.69,6,2,4,0,24,0.25,2,pass,1.0435
doc-table-new-department,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",1,0.3869,4.81,381.34,1,0,0,0,24,0.25,2,pass,
doc-table-new-department,doc_summary,baseline,2,0.4044,18.63,385.05,1,0,0,0,25,,,pass,1.0
doc-table-new-department,doc_summary,"entropy_floor:tau=3.0,floor=1.0",2,0.649,303.68,297.43,6,2,4,0,24,0.25,2,pass,1.0435
doc-table-new-department,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",2,0.3841,5.05,378.39,1,0,0,0,24,0.25,2,pass,
doc-changelog-new-version,doc_summary,baseline,0,0.2873,18.87,267.79,1,0,0,0,18,,,pass,1.0
doc-changelog-new-version,doc_summary,"entropy_floor:tau=3.0,floor=1.0",0,0.523,262.01,228.86,4,1,3,0,17,0.2353,1,pass,0.9444
doc-changelog-new-version,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",0,0.2706,4.64,265.29,1,0,0,0,17,0.2353,1,pass,
doc-changelog-new-version,doc_summary,baseline,1,0.2881,18.8,268.62,1,0,0,0,18,,,pass,1.0
doc-changelog-new-version,doc_summary,"entropy_floor:tau=3.0,floor=1.0",1,0.5221,261.41,228.31,4,1,3,0,17,0.2353,1,pass,0.9444
doc-changelog-new-version,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",1,0.2749,4.5,269.55,1,0,0,0,17,0.2353,1,pass,
doc-changelog-new-version,doc_summary,baseline,2,0.2887,19.21,268.64,1,0,0,0,18,,,pass,1.0
doc-changelog-new-version,doc_summary,"entropy_floor:tau=3.0,floor=1.0",2,0.5228,260.21,229.58,4,1,3,0,17,0.2353,1,pass,0.9444
doc-changelog-new-version,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",2,0.2726,4.55,267.32,1,0,0,0,17,0.2353,1,pass,
doc-changelog-version-bump-message,doc_summary,baseline,0,0.3817,19.97,360.97,1,0,0,0,23,,,pass,1.0
doc-changelog-version-bump-message,doc_summary,"entropy_floor:tau=3.0,floor=1.0",0,0.4629,364.96,72.12,3,2,1,0,26,0.8462,1,pass,2.6
doc-changelog-version-bump-message,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",0,0.1687,4.63,163.25,1,0,0,0,26,0.8462,1,pass,
doc-changelog-version-bump-message,doc_summary,baseline,1,0.3866,18.95,366.99,1,0,0,0,23,,,pass,1.0
doc-changelog-version-bump-message,doc_summary,"entropy_floor:tau=3.0,floor=1.0",1,0.4633,363.24,73.61,3,2,1,0,26,0.8462,1,pass,2.6
doc-changelog-version-bump-message,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",1,0.1686,4.8,163.11,1,0,0,0,26,0.8462,1,pass,
doc-changelog-version-bump-message,doc_summary,baseline,2,0.3854,19.98,364.66,1,0,0,0,23,,,pass,1.0
doc-changelog-version-bump-message,doc_summary,"entropy_floor:tau=3.0,floor=1.0",2,0.4614,362.6,72.99,3,2,1,0,26,0.8462,1,pass,2.6
doc-changelog-version-bump-message,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",2,0.1627,4.61,157.45,1,0,0,0,26,0.8462,1,pass,
doc-status-flip-blocked,doc_summary,baseline,0,0.481,19.02,461.22,1,0,0,0,30,,,pass,1.0
doc-status-flip-blocked,doc_summary,"entropy_floor:tau=3.0,floor=1.0",0,0.7816,226.69,522.26,4,1,3,0,29,0.2069,3,pass,0.7632
doc-status-flip-blocked,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",0,0.4975,4.67,492.0,1,0,0,0,29,0.2069,3,pass,
doc-status-flip-blocked,doc_summary,baseline,1,0.4796,18.73,460.19,1,0,0,0,30,,,pass,1.0
doc-status-flip-blocked,doc_summary,"entropy_floor:tau=3.0,floor=1.0",1,0.7864,227.81,525.49,4,1,3,0,29,0.2069,3,pass,0.7632
doc-status-flip-blocked,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",1,0.4973,4.65,491.93,1,0,0,0,29,0.2069,3,pass,
doc-status-flip-blocked,doc_summary,baseline,2,0.4774,18.76,457.97,1,0,0,0,30,,,pass,1.0
doc-status-flip-blocked,doc_summary,"entropy_floor:tau=3.0,floor=1.0",2,0.7854,228.09,524.46,4,1,3,0,29,0.2069,3,pass,0.7632
doc-status-flip-blocked,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",2,0.4964,4.6,491.08,1,0,0,0,29,0.2069,3,pass,
doc-status-flip-owner,doc_summary,baseline,0,0.2427,19.39,222.62,1,0,0,0,15,,,pass,1.0
doc-status-flip-owner,doc_summary,"entropy_floor:tau=3.0,floor=1.0",0,0.2991,206.74,68.44,3,2,1,0,16,0.75,1,pass,1.6
doc-status-flip-owner,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",0,0.1858,4.61,180.43,1,0,0,0,14,0.4286,1,pass,
doc-status-flip-owner,doc_summary,baseline,1,0.2451,18.9,225.49,1,0,0,0,15,,,pass,1.0
doc-status-flip-owner,doc_summary,"entropy_floor:tau=3.0,floor=1.0",1,0.2955,203.23,68.58,3,2,1,0,16,0.75,1,pass,1.6
doc-status-flip-owner,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",1,0.1854,4.66,180.15,1,0,0,0,14,0.4286,1,pass,
doc-status-flip-owner,doc_summary,baseline,2,0.2399,18.53,220.75,1,0,0,0,15,,,pass,1.0
doc-status-flip-owner,doc_summary,"entropy_floor:tau=3.0,floor=1.0",2,0.297,204.73,68.43,3,2,1,0,16,0.75,1,pass,1.6
doc-status-flip-owner,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",2,0.1866,4.83,181.08,1,0,0,0,14,0.4286,1,pass,
doc-number-correction-headcount,doc_summary,baseline,0,0.4098,19.05,389.94,1,0,0,0,25,,,pass,1.0
doc-number-correction-headcount,doc_summary,"entropy_floor:tau=3.0,floor=1.0",0,0.4278,333.86,68.9,3,2,1,0,25,0.8,1,pass,2.2727
doc-number-correction-headcount,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",0,0.1798,4.04,175.05,1,0,0,0,25,0.8,1,pass,
doc-number-correction-headcount,doc_summary,baseline,1,0.4232,18.87,403.6,1,0,0,0,26,,,pass,1.0
doc-number-correction-headcount,doc_summary,"entropy_floor:tau=3.0,floor=1.0",1,0.434,340.43,68.47,3,2,1,0,25,0.8,1,pass,2.2727
doc-number-correction-headcount,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",1,0.1781,7.93,169.53,1,0,0,0,25,0.8,1,pass,
doc-number-correction-headcount,doc_summary,baseline,2,0.4181,19.31,398.03,1,0,0,0,26,,,pass,1.0
doc-number-correction-headcount,doc_summary,"entropy_floor:tau=3.0,floor=1.0",2,0.4309,336.09,69.34,3,2,1,0,25,0.8,1,pass,2.2727
doc-number-correction-headcount,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",2,0.1801,8.01,171.43,1,0,0,0,25,0.8,1,pass,
doc-date-correction-deadline,doc_summary,baseline,0,0.375,19.1,355.29,1,0,0,0,23,,,pass,1.0
doc-date-correction-deadline,doc_summary,"entropy_floor:tau=3.0,floor=1.0",0,0.5079,245.83,229.75,4,2,2,0,22,0.6818,1,pass,1.6923
doc-date-correction-deadline,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",0,0.2076,5.09,201.86,1,0,0,0,22,0.6818,1,pass,
doc-date-correction-deadline,doc_summary,baseline,1,0.3752,19.11,355.18,1,0,0,0,23,,,pass,1.0
doc-date-correction-deadline,doc_summary,"entropy_floor:tau=3.0,floor=1.0",1,0.5051,244.35,228.62,4,2,2,0,22,0.6818,1,pass,1.6923
doc-date-correction-deadline,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",1,0.2064,4.11,201.51,1,0,0,0,22,0.6818,1,pass,
doc-date-correction-deadline,doc_summary,baseline,2,0.367,18.73,347.63,1,0,0,0,23,,,pass,1.0
