id,category,arm,repeat,wall_s,server_prompt_ms,server_predicted_ms,http_calls,scoring_calls,chunk_calls,wasted_tokens,tokens,held_fraction,divergences,correct,analytic_speedup
doc-date-correction-deadline,doc_summary,"entropy_floor:tau=3.0,floor=1.0",2,0.5098,251.06,226.05,4,2,2,0,22,0.6818,1,pass,1.6923
doc-date-correction-deadline,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",2,0.2055,4.04,200.71,1,0,0,0,22,0.6818,1,pass,
doc-section-deletion-caveat,doc_summary,baseline,0,0.3513,18.77,331.86,1,0,0,0,22,,,pass,1.0
doc-section-deletion-caveat,doc_summary,"entropy_floor:tau=3.0,floor=1.0",0,0.7388,347.24,343.54,6,2,4,0,21,0.0476,3,pass,0.84
doc-section-deletion-caveat,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",0,0.4615,4.01,456.7,1,0,0,0,21,0.0476,3,pass,
doc-section-deletion-caveat,doc_summary,baseline,1,0.3583,18.83,338.69,1,0,0,0,22,,,pass,1.0
doc-section-deletion-caveat,doc_summary,"entropy_floor:tau=3.0,floor=1.0",1,0.7434,350.49,344.4,6,2,4,0,21,0.0476,3,pass,0.84
doc-section-deletion-caveat,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",1,0.4616,7.8,453.12,1,0,0,0,21,0.0476,3,pass,
doc-section-deletion-caveat,doc_summary,baseline,2,0.3567,19.05,336.92,1,0,0,0,22,,,pass,1.0
doc-section-deletion-caveat,doc_summary,"entropy_floor:tau=3.0,floor=1.0",2,0.7407,349.15,343.14,6,2,4,0,21,0.0476,3,pass,0.84
doc-section-deletion-caveat,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",2,0.4606,4.19,455.73,1,0,0,0,21,0.0476,3,pass,
doc-section-deletion-example,doc_summary,baseline,0,0.3565,18.88,336.84,1,0,0,0,22,,,pass,1.0
doc-section-deletion-example,doc_summary,"entropy_floor:tau=3.0,floor=1.0",0,0.712,419.97,250.35,5,2,3,0,21,0.3333,3,pass,0.875
doc-section-deletion-example,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",0,0.4507,7.85,442.05,1,0,0,0,25,0.24,3,pass,
doc-section-deletion-example,doc_summary,baseline,1,0.3534,18.66,334.15,1,0,0,0,22,,,pass,1.0
doc-section-deletion-example,doc_summary,"entropy_floor:tau=3.0,floor=1.0",1,0.7212,424.39,254.19,5,2,3,0,21,0.3333,3,pass,0.875
doc-section-deletion-example,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",1,0.4495,5.86,442.91,1,0,0,0,25,0.24,3,pass,
doc-section-deletion-example,doc_summary,baseline,2,0.3541,18.78,334.65,1,0,0,0,22,,,pass,1.0
doc-section-deletion-example,doc_summary,"entropy_floor:tau=3.0,floor=1.0",2,0.7133,421.36,250.6,5,2,3,0,21,0.3333,3,pass,0.875
doc-section-deletion-example,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",2,0.4458,8.0,437.12,1,0,0,0,25,0.24,3,pass,
doc-typo-fix,doc_summary,baseline,0,1.3032,18.83,1283.69,1,0,0,0,81,,,pass,1.0
doc-typo-fix,doc_summary,"entropy_floor:tau=3.0,floor=1.0",0,1.0135,914.77,68.48,3,2,1,0,72,0.9444,1,pass,5.5385
doc-typo-fix,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",0,0.2128,4.75,207.24,1,0,0,0,72,0.9444,1,pass,
doc-typo-fix,doc_summary,baseline,1,1.1855,18.7,1166.04,1,0,0,0,74,,,pass,1.0
doc-typo-fix,doc_summary,"entropy_floor:tau=3.0,floor=1.0",1,1.0061,906.84,69.85,3,2,1,0,72,0.9444,1,pass,5.5385
doc-typo-fix,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",1,0.2103,4.21,205.36,1,0,0,0,72,0.9444,1,pass,
doc-typo-fix,doc_summary,baseline,2,1.177,18.85,1157.41,1,0,0,0,74,,,pass,1.0
doc-typo-fix,doc_summary,"entropy_floor:tau=3.0,floor=1.0",2,1.0142,915.52,68.75,3,2,1,0,72,0.9444,1,pass,5.5385
doc-typo-fix,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",2,0.2127,8.11,203.77,1,0,0,0,72,0.9444,1,pass,
doc-append-sentence,doc_summary,baseline,0,1.5145,19.09,1494.66,1,0,0,0,95,,,pass,1.0
doc-append-sentence,doc_summary,"entropy_floor:tau=3.0,floor=1.0",0,1.3364,589.27,688.63,7,2,5,0,88,0.6705,2,pass,2.0952
doc-append-sentence,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",0,0.5907,4.57,585.41,1,0,0,0,88,0.6705,2,pass,
doc-append-sentence,doc_summary,baseline,1,1.4937,18.93,1473.97,1,0,0,0,94,,,pass,1.0
doc-append-sentence,doc_summary,"entropy_floor:tau=3.0,floor=1.0",1,1.3411,589.25,693.14,7,2,5,0,88,0.6705,2,pass,2.0952
doc-append-sentence,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",1,0.5878,4.33,582.72,1,0,0,0,88,0.6705,2,pass,
doc-append-sentence,doc_summary,baseline,2,1.497,18.81,1477.56,1,0,0,0,94,,,pass,1.0
doc-append-sentence,doc_summary,"entropy_floor:tau=3.0,floor=1.0",2,1.3339,589.44,686.01,7,2,5,0,88,0.6705,2,pass,2.0952
doc-append-sentence,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",2,0.5922,4.14,587.27,1,0,0,0,88,0.6705,2,pass,
doc-reword-middle,doc_summary,baseline,0,1.3014,19.23,1281.43,1,0,0,0,82,,,pass,1.0
doc-reword-middle,doc_summary,"entropy_floor:tau=3.0,floor=1.0",0,1.0925,823.95,231.23,4,2,2,0,74,0.9054,1,pass,4.3529
doc-reword-middle,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",0,0.2541,7.79,245.41,1,0,0,0,74,0.9054,1,pass,
doc-reword-middle,doc_summary,baseline,1,1.2905,18.54,1271.21,1,0,0,0,82,,,pass,1.0
doc-reword-middle,doc_summary,"entropy_floor:tau=3.0,floor=1.0",1,1.086,820.44,228.5,4,2,2,0,74,0.9054,1,pass,4.3529
doc-reword-middle,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",1,0.2532,4.1,248.4,1,0,0,0,74,0.9054,1,pass,
doc-reword-middle,doc_summary,baseline,2,1.3059,18.82,1286.43,1,0,0,0,82,,,pass,1.0
doc-reword-middle,doc_summary,"entropy_floor:tau=3.0,floor=1.0",2,1.0894,822.99,229.48,4,2,2,0,74,0.9054,1,pass,4.3529
doc-reword-middle,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",2,0.253,7.62,244.66,1,0,0,0,74,0.9054,1,pass,
doc-append-unrelated,doc_summary,baseline,0,0.8855,18.74,866.04,1,0,0,0,56,,,pass,1.0
doc-append-unrelated,doc_summary,"entropy_floor:tau=3.0,floor=1.0",0,0.7639,499.28,229.91,4,2,2,0,54,0.7778,1,pass,2.8421
doc-append-unrelated,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",0,0.3023,4.19,297.43,1,0,0,0,54,0.7778,1,pass,
doc-append-unrelated,doc_summary,baseline,1,0.8961,19.17,876.06,1,0,0,0,56,,,pass,1.0
doc-append-unrelated,doc_summary,"entropy_floor:tau=3.0,floor=1.0",1,0.7721,504.39,231.86,4,2,2,0,54,0.7778,1,pass,2.8421
doc-append-unrelated,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",1,0.3017,5.16,295.82,1,0,0,0,54,0.7778,1,pass,
doc-append-unrelated,doc_summary,baseline,2,0.8893,18.71,869.86,1,0,0,0,56,,,pass,1.0
doc-append-unrelated,doc_summary,"entropy_floor:tau=3.0,floor=1.0",2,0.763,499.67,229.29,4,2,2,0,54,0.7778,1,pass,2.8421
doc-append-unrelated,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",2,0.3091,6.78,301.52,1,0,0,0,54,0.7778,1,pass,
doc-fix-punctuation,doc_summary,baseline,0,0.7925,18.78,773.1,1,0,0,0,49,,,pass,1.0
doc-fix-punctuation,doc_summary,"entropy_floor:tau=3.0,floor=1.0",0,0.347,336.06,0.0,1,1,0,0,45,1.0,0,pass,15.0
doc-fix-punctuation,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",0,0.0702,5.02,64.45,1,0,0,0,45,1.0,0,pass,
doc-fix-punctuation,doc_summary,baseline,1,0.7923,18.48,773.09,1,0,0,0,49,,,pass,1.0
doc-fix-punctuation,doc_summary,"entropy_floor:tau=3.0,floor=1.0",1,0.342,331.66,0.0,1,1,0,0,45,1.0,0,pass,15.0
doc-fix-punctuation,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",1,0.0717,7.86,63.13,1,0,0,0,45,1.0,0,pass,
doc-fix-punctuation,doc_summary,baseline,2,0.7989,18.9,779.29,1,0,0,0,49,,,pass,1.0
doc-fix-punctuation,doc_summary,"entropy_floor:tau=3.0,floor=1.0",2,0.3425,332.35,0.0,1,1,0,0,45,1.0,0,pass,15.0
doc-fix-punctuation,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",2,0.0711,4.43,65.88,1,0,0,0,45,1.0,0,pass,
doc-change-key-fact,doc_summary,baseline,0,0.6804,18.54,661.16,1,0,0,0,42,,,pass,1.0
doc-change-key-fact,doc_summary,"entropy_floor:tau=3.0,floor=1.0",0,1.0691,523.03,488.28,7,2,5,1,54,0.5556,2,FAIL,1.5429
doc-change-key-fact,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",0,0.2888,6.33,281.75,1,0,0,0,41,0.6829,1,pass,
doc-change-key-fact,doc_summary,baseline,1,1.0695,19.18,1049.64,1,0,0,0,66,,,pass,1.0
doc-change-key-fact,doc_summary,"entropy_floor:tau=3.0,floor=1.0",1,1.0577,515.18,484.8,7,2,5,1,54,0.5556,2,FAIL,1.5429
doc-change-key-fact,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",1,0.2881,7.19,280.16,1,0,0,0,41,0.6829,1,pass,
doc-change-key-fact,doc_summary,baseline,2,1.0709,18.64,1051.62,1,0,0,0,66,,,pass,1.0
doc-change-key-fact,doc_summary,"entropy_floor:tau=3.0,floor=1.0",2,1.0525,511.27,483.91,7,2,5,1,54,0.5556,2,FAIL,1.5429
doc-change-key-fact,doc_summary,"redraft:entropy_floor:tau=3.0,floor=1.0",2,0.2881,4.19,283.17,1,0,0,0,41,0.6829,1,pass,
fact-irrelevant-row,fact_answer,baseline,0,0.5212,18.67,501.8,1,0,0,0,32,,,pass,1.0
fact-irrelevant-row,fact_answer,"entropy_floor:tau=3.0,floor=1.0",0,0.2395,230.38,0.0,1,1,0,0,30,1.0,0,FAIL,15.0
fact-irrelevant-row,fact_answer,"redraft:entropy_floor:tau=3.0,floor=1.0",0,0.0616,4.41,56.51,1,0,0,0,30,1.0,0,FAIL,
fact-irrelevant-row,fact_answer,baseline,1,0.5066,19.36,486.48,1,0,0,0,31,,,FAIL,1.0
fact-irrelevant-row,fact_answer,"entropy_floor:tau=3.0,floor=1.0",1,0.2408,231.65,0.0,1,1,0,0,30,1.0,0,FAIL,15.0
fact-irrelevant-row,fact_answer,"redraft:entropy_floor:tau=3.0,floor=1.0",1,0.0624,7.87,53.91,1,0,0,0,30,1.0,0,FAIL,
fact-irrelevant-row,fact_answer,baseline,2,0.5039,18.55,484.65,1,0,0,0,31,,,FAIL,1.0
fact-irrelevant-row,fact_answer,"entropy_floor:tau=3.0,floor=1.0",2,0.2456,235.99,0.0,1,1,0,0,30,1.0,0,FAIL,15.0
fact-irrelevant-row,fact_answer,"redraft:entropy_floor:tau=3.0,floor=1.0",2,0.0619,4.63,56.45,1,0,0,0,30,1.0,0,FAIL,
fact-answer-changing-edit,fact_answer,baseline,0,0.5074,19.0,487.62,1,0,0,0,31,,,pass,1.0
fact-answer-changing-edit,fact_answer,"entropy_floor:tau=3.0,floor=1.0",0,0.427,332.0,69.85,3,2,1,0,30,0.8667,1,pass,2.7273
fact-answer-changing-edit,fact_answer,"redraft:entropy_floor:tau=3.0,floor=1.0",0,0.1659,7.76,157.45,1,0,0,0,30,0.8667,1,pass,
fact-answer-changing-edit,fact_answer,baseline,1,0.5041,18.52,484.77,1,0,0,0,31,,,pass,1.0
fact-answer-changing-edit,fact_answer,"entropy_floor:tau=3.0,floor=1.0",1,0.4301,333.96,70.58,3,2,1,0,30,0.8667,1,pass,2.7273
fact-answer-changing-edit,fact_answer,"redraft:entropy_floor:tau=3.0,floor=1.0",1,0.1656,4.98,159.89,1,0,0,0,30,0.8667,1,pass,
fact-answer-changing-edit,fact_answer,baseline,2,0.5047,18.82,485.29,1,0,0,0,31,,,pass,1.0
fact-answer-changing-edit,fact_answer,"entropy_floor:tau=3.0,floor=1.0",2,0.424,329.05,69.87,3,2,1,0,30,0.8667,1,pass,2.7273
fact-answer-changing-edit,fact_answer,"redraft:entropy_floor:tau=3.0,floor=1.0",2,0.1658,4.18,160.84,1,0,0,0,30,0.8667,1,pass,
fact-relabel-column,fact_answer,baseline,0,0.5177,19.13,497.78,1,0,0,0,32,,,FAIL,1.0
fact-relabel-column,fact_answer,"entropy_floor:tau=3.0,floor=1.0",0,0.3706,276.59,69.73,3,2,1,0,31,0.871,1,FAIL,2.8182
fact-relabel-column,fact_answer,"redraft:entropy_floor:tau=3.0,floor=1.0",0,0.1533,7.61,144.83,1,0,0,0,31,0.871,1,FAIL,
fact-relabel-column,fact_answer,baseline,1,0.5183,19.04,498.53,1,0,0,0,32,,,FAIL,1.0
fact-relabel-column,fact_answer,"entropy_floor:tau=3.0,floor=1.0",1,0.3724,276.82,70.4,3,2,1,0,31,0.871,1,FAIL,2.8182
fact-relabel-column,fact_answer,"redraft:entropy_floor:tau=3.0,floor=1.0",1,0.1524,7.87,143.77,1,0,0,0,31,0.871,1,FAIL,
fact-relabel-column,fact_answer,baseline,2,0.5184,19.04,498.66,1,0,0,0,32,,,FAIL,1.0
fact-relabel-column,fact_answer,"entropy_floor:tau=3.0,floor=1.0",2,0.372,276.82,70.36,3,2,1,0,31,0.871,1,FAIL,2.8182
fact-relabel-column,fact_answer,"redraft:entropy_floor:tau=3.0,floor=1.0",2,0.1521,6.17,145.18,1,0,0,0,31,0.871,1,FAIL,
fact-metric-threshold-crossed,fact_answer,baseline,0,0.5023,19.09,482.58,1,0,0,0,31,,,pass,1.0
fact-metric-threshold-crossed,fact_answer,"entropy_floor:tau=3.0,floor=1.0",0,0.3606,265.9,70.08,3,1,2,0,30,0.8333,1,pass,2.7273
fact-metric-threshold-crossed,fact_answer,"redraft:entropy_floor:tau=3.0,floor=1.0",0,0.1493,7.74,140.93,1,0,0,0,30,0.8333,1,pass,
fact-metric-threshold-crossed,fact_answer,baseline,1,0.5202,19.16,500.31,1,0,0,0,32,,,pass,1.0
fact-metric-threshold-crossed,fact_answer,"entropy_floor:tau=3.0,floor=1.0",1,0.3606,266.25,69.91,3,1,2,0,30,0.8333,1,pass,2.7273
fact-metric-threshold-crossed,fact_answer,"redraft:entropy_floor:tau=3.0,floor=1.0",1,0.1468,4.07,142.03,1,0,0,0,30,0.8333,1,pass,
fact-metric-threshold-crossed,fact_answer,baseline,2,0.5116,18.92,492.09,1,0,0,0,32,,,pass,1.0
fact-metric-threshold-crossed,fact_answer,"entropy_floor:tau=3.0,floor=1.0",2,0.3604,266.39,69.31,3,1,2,0,30,0.8333,1,pass,2.7273
fact-metric-threshold-crossed,fact_answer,"redraft:entropy_floor:tau=3.0,floor=1.0",2,0.1455,4.5,140.22,1,0,0,0,30,0.8333,1,pass,
fact-ranking-changes,fact_answer,baseline,0,0.3346,19.01,314.95,1,0,0,0,21,,,pass,1.0
fact-ranking-changes,fact_answer,"entropy_floor:tau=3.0,floor=1.0",0,0.4778,300.77,136.83,5,3,2,0,15,0.3333,2,pass,0.75
fact-ranking-changes,fact_answer,"redraft:entropy_floor:tau=3.0,floor=1.0",0,0.3638,4.83,358.25,1,0,0,0,17,0.1176,3,pass,
fact-ranking-changes,fact_answer,baseline,1,0.3352,18.45,316.14,1,0,0,0,21,,,pass,1.0
fact-ranking-changes,fact_answer,"entropy_floor:tau=3.0,floor=1.0",1,0.4762,298.16,138.11,5,3,2,0,15,0.3333,2,pass,0.75
fact-ranking-changes,fact_answer,"redraft:entropy_floor:tau=3.0,floor=1.0",1,0.3598,4.74,354.36,1,0,0,0,17,0.1176,3,pass,
fact-ranking-changes,fact_answer,baseline,2,0.337,19.15,317.09,1,0,0,0,21,,,pass,1.0
fact-ranking-changes,fact_answer,"entropy_floor:tau=3.0,floor=1.0",2,0.4796,300.04,139.51,5,3,2,0,15,0.3333,2,pass,0.75
fact-ranking-changes,fact_answer,"redraft:entropy_floor:tau=3.0,floor=1.0",2,0.36,4.92,354.31,1,0,0,0,17,0.1176,3,pass,
fact-config-value-changed,fact_answer,baseline,0,0.3038,18.64,284.42,1,0,0,0,19,,,pass,1.0
fact-config-value-changed,fact_answer,"entropy_floor:tau=3.0,floor=1.0",0,0.2515,166.85,68.17,2,1,1,0,18,0.7778,1,pass,2.0
fact-config-value-changed,fact_answer,"redraft:entropy_floor:tau=3.0,floor=1.0",0,0.1229,4.98,117.19,1,0,0,0,18,0.7778,1,pass,
fact-config-value-changed,fact_answer,baseline,1,0.3053,18.71,285.96,1,0,0,0,19,,,pass,1.0
fact-config-value-changed,fact_answer,"entropy_floor:tau=3.0,floor=1.0",1,0.2518,166.51,68.89,2,1,1,0,18,0.7778,1,pass,2.0
fact-config-value-changed,fact_answer,"redraft:entropy_floor:tau=3.0,floor=1.0",1,0.1225,4.57,117.23,1,0,0,0,18,0.7778,1,pass,
fact-config-value-changed,fact_answer,baseline,2,0.3039,18.68,284.48,1,0,0,0,19,,,pass,1.0
fact-config-value-changed,fact_answer,"entropy_floor:tau=3.0,floor=1.0",2,0.2553,169.18,69.5,2,1,1,0,18,0.7778,1,pass,2.0
fact-config-value-changed,fact_answer,"redraft:entropy_floor:tau=3.0,floor=1.0",2,0.1225,4.47,117.24,1,0,0,0,18,0.7778,1,pass,
