id,category,rule,tokens,held_fraction,divergences,forward_passes,speedup,naive_salvage,correct,http_calls,chunk_calls,wasted_tokens
doc-change-shrink-fraction,doc_summary,"entropy_floor:tau=2.0,floor=1.0",75,0.7733,3,35,2.1429,0.3494,pass,6,4,0
doc-change-shrink-fraction,doc_summary,"entropy_floor:tau=2.5,floor=0.75",75,0.7733,3,35,2.1429,0.3494,pass,6,4,0
doc-change-shrink-fraction,doc_summary,"entropy_floor:tau=3.0,floor=0.5",75,0.7733,3,35,2.1429,0.3494,pass,6,4,0
doc-change-shrink-fraction,doc_summary,"entropy_floor:tau=3.0,floor=1.0",75,0.7733,3,35,2.1429,0.3494,pass,6,4,0
doc-change-shrink-fraction,doc_summary,"gated_entropy:tau=1.5,p_cut=0.9",97,0.3196,7,96,1.0104,0.3494,pass,17,11,0
doc-change-shrink-fraction,doc_summary,"gated_entropy:tau=2.0,p_cut=0.9",83,0.4458,7,82,1.0122,0.3494,pass,13,8,1
doc-change-shrink-fraction,doc_summary,"gated_entropy:tau=2.0,p_cut=0.8",83,0.4458,7,82,1.0122,0.3494,pass,13,8,1
doc-change-shrink-fraction,doc_summary,"gated_entropy:tau=3.0,p_cut=0.9",83,0.4458,7,82,1.0122,0.3494,pass,13,8,1
fact-third-country-overtakes,fact_answer,tau:0.0,178,0.0449,4,184,0.9674,0.1457,FAIL,11,9,0
fact-third-country-overtakes,fact_answer,tau:3.0,181,0.0552,3,185,0.9784,0.1457,pass,14,11,4
fact-third-country-overtakes,fact_answer,entropy_scaled:tau=1.5,178,0.0449,4,184,0.9674,0.1457,FAIL,11,9,0
fact-third-country-overtakes,fact_answer,entropy_scaled:tau=1.75,178,0.0449,4,184,0.9674,0.1457,FAIL,11,9,0
fact-third-country-overtakes,fact_answer,entropy_scaled:tau=2.0,178,0.0449,4,184,0.9674,0.1457,FAIL,11,9,0
fact-third-country-overtakes,fact_answer,entropy_scaled:tau=2.25,178,0.0449,4,184,0.9674,0.1457,FAIL,11,9,0
fact-third-country-overtakes,fact_answer,entropy_scaled:tau=2.5,178,0.0449,4,184,0.9674,0.1457,FAIL,11,9,0
fact-third-country-overtakes,fact_answer,entropy_scaled:tau=2.75,178,0.0449,4,184,0.9674,0.1457,FAIL,11,9,0
fact-third-country-overtakes,fact_answer,entropy_scaled:tau=3.0,178,0.0449,4,184,0.9674,0.1457,FAIL,11,9,0
fact-third-country-overtakes,fact_answer,"entropy_floor:tau=2.0,floor=0.5",178,0.0449,4,184,0.9674,0.1457,FAIL,11,9,0
fact-third-country-overtakes,fact_answer,"entropy_floor:tau=2.0,floor=1.0",178,0.0449,4,184,0.9674,0.1457,FAIL,11,9,0
fact-third-country-overtakes,fact_answer,"entropy_floor:tau=2.5,floor=0.75",178,0.0449,4,184,0.9674,0.1457,FAIL,11,9,0
fact-third-country-overtakes,fact_answer,"entropy_floor:tau=3.0,floor=0.5",178,0.0449,4,184,0.9674,0.1457,FAIL,11,9,0
fact-third-country-overtakes,fact_answer,"entropy_floor:tau=3.0,floor=1.0",178,0.0449,4,184,0.9674,0.1457,FAIL,11,9,0
fact-third-country-overtakes,fact_answer,"gated_entropy:tau=1.5,p_cut=0.9",178,0.0449,4,184,0.9674,0.1457,FAIL,11,9,0
fact-third-country-overtakes,fact_answer,"gated_entropy:tau=2.0,p_cut=0.9",178,0.0449,4,184,0.9674,0.1457,FAIL,11,9,0
fact-third-country-overtakes,fact_answer,"gated_entropy:tau=2.0,p_cut=0.8",178,0.0449,4,184,0.9674,0.1457,FAIL,11,9,0
fact-third-country-overtakes,fact_answer,"gated_entropy:tau=3.0,p_cut=0.9",178,0.0449,4,184,0.9674,0.1457,FAIL,11,9,0
fact-change-capital-value,fact_answer,tau:0.0,125,0.176,6,128,0.9766,0.617,FAIL,11,8,0
fact-change-capital-value,fact_answer,tau:3.0,59,0.4407,4,49,1.2041,0.617,FAIL,7,5,0
fact-change-capital-value,fact_answer,entropy_scaled:tau=1.5,59,0.4407,4,49,1.2041,0.617,FAIL,7,5,0
fact-change-capital-value,fact_answer,entropy_scaled:tau=1.75,59,0.4407,4,49,1.2041,0.617,FAIL,7,5,0
fact-change-capital-value,fact_answer,entropy_scaled:tau=2.0,59,0.4407,4,49,1.2041,0.617,FAIL,7,5,0
fact-change-capital-value,fact_answer,entropy_scaled:tau=2.25,59,0.4407,4,49,1.2041,0.617,FAIL,7,5,0
fact-change-capital-value,fact_answer,entropy_scaled:tau=2.5,59,0.4407,4,49,1.2041,0.617,FAIL,7,5,0
fact-change-capital-value,fact_answer,entropy_scaled:tau=2.75,59,0.4407,4,49,1.2041,0.617,FAIL,7,5,0
fact-change-capital-value,fact_answer,entropy_scaled:tau=3.0,59,0.4407,4,49,1.2041,0.617,FAIL,7,5,0
fact-change-capital-value,fact_answer,"entropy_floor:tau=2.0,floor=0.5",59,0.4407,4,49,1.2041,0.617,FAIL,7,5,0
fact-change-capital-value,fact_answer,"entropy_floor:tau=2.0,floor=1.0",59,0.4407,4,49,1.2041,0.617,FAIL,7,5,0
fact-change-capital-value,fact_answer,"entropy_floor:tau=2.5,floor=0.75",59,0.4407,4,49,1.2041,0.617,FAIL,7,5,0
fact-change-capital-value,fact_answer,"entropy_floor:tau=3.0,floor=0.5",59,0.4407,4,49,1.2041,0.617,FAIL,7,5,0
fact-change-capital-value,fact_answer,"entropy_floor:tau=3.0,floor=1.0",59,0.4407,4,49,1.2041,0.617,FAIL,7,5,0
fact-change-capital-value,fact_answer,"gated_entropy:tau=1.5,p_cut=0.9",59,0.4407,4,49,1.2041,0.617,FAIL,7,5,0
fact-change-capital-value,fact_answer,"gated_entropy:tau=2.0,p_cut=0.9",59,0.4407,4,49,1.2041,0.617,FAIL,7,5,0
fact-change-capital-value,fact_answer,"gated_entropy:tau=2.0,p_cut=0.8",59,0.4407,4,49,1.2041,0.617,FAIL,7,5,0
fact-change-capital-value,fact_answer,"gated_entropy:tau=3.0,p_cut=0.9",59,0.4407,4,49,1.2041,0.617,FAIL,7,5,0
code-rename-var,code_review,tau:0.0,512,0.0156,6,514,0.9961,0.0254,pass,21,19,7
code-rename-var,code_review,tau:3.0,121,0.4463,9,108,1.1204,0.0254,pass,20,14,31
code-rename-var,code_review,entropy_scaled:tau=1.5,512,0.0156,6,514,0.9961,0.0254,pass,21,19,7
code-rename-var,code_review,entropy_scaled:tau=1.75,512,0.0156,6,514,0.9961,0.0254,pass,21,19,7
code-rename-var,code_review,entropy_scaled:tau=2.0,512,0.0156,6,514,0.9961,0.0254,pass,21,19,7
code-rename-var,code_review,entropy_scaled:tau=2.25,512,0.0156,6,514,0.9961,0.0254,pass,21,19,7
code-rename-var,code_review,entropy_scaled:tau=2.5,512,0.0156,6,514,0.9961,0.0254,pass,21,19,7
code-rename-var,code_review,entropy_scaled:tau=2.75,512,0.0156,6,514,0.9961,0.0254,pass,21,19,7
code-rename-var,code_review,entropy_scaled:tau=3.0,512,0.0156,6,514,0.9961,0.0254,pass,21,19,7
code-rename-var,code_review,"entropy_floor:tau=2.0,floor=0.5",512,0.0156,6,514,0.9961,0.0254,pass,21,19,7
code-rename-var,code_review,"entropy_floor:tau=2.0,floor=1.0",512,0.0156,6,514,0.9961,0.0254,pass,21,19,7
code-rename-var,code_review,"entropy_floor:tau=2.5,floor=0.75",512,0.0156,6,514,0.9961,0.0254,pass,21,19,7
code-rename-var,code_review,"entropy_floor:tau=3.0,floor=0.5",512,0.0156,6,514,0.9961,0.0254,pass,21,19,7
code-rename-var,code_review,"entropy_floor:tau=3.0,floor=1.0",512,0.0156,6,514,0.9961,0.0254,pass,21,19,7
code-rename-var,code_review,"gated_entropy:tau=1.5,p_cut=0.9",512,0.0156,6,514,0.9961,0.0254,pass,21,19,7
code-rename-var,code_review,"gated_entropy:tau=2.0,p_cut=0.9",512,0.0156,6,514,0.9961,0.0254,pass,21,19,7
code-rename-var,code_review,"gated_entropy:tau=2.0,p_cut=0.8",512,0.0156,6,514,0.9961,0.0254,pass,21,19,7
code-rename-var,code_review,"gated_entropy:tau=3.0,p_cut=0.9",512,0.0156,6,514,0.9961,0.0254,pass,21,19,7
code-introduce-bug,code_review,tau:0.0,67,0.3731,9,76,0.8816,0.7231,FAIL,13,9,0
code-introduce-bug,code_review,tau:3.0,68,0.5147,8,67,1.0149,0.7231,FAIL,13,8,0
code-introduce-bug,code_review,entropy_scaled:tau=1.5,67,0.3731,9,76,0.8816,0.7231,FAIL,13,9,0
code-introduce-bug,code_review,entropy_scaled:tau=1.75,67,0.3731,9,76,0.8816,0.7231,FAIL,13,9,0
code-introduce-bug,code_review,entropy_scaled:tau=2.0,68,0.3971,9,75,0.9067,0.7231,FAIL,14,9,2
code-introduce-bug,code_review,entropy_scaled:tau=2.25,68,0.3971,9,75,0.9067,0.7231,FAIL,14,9,2
code-introduce-bug,code_review,entropy_scaled:tau=2.5,68,0.3971,9,75,0.9067,0.7231,FAIL,14,9,2
code-introduce-bug,code_review,entropy_scaled:tau=2.75,68,0.3971,9,75,0.9067,0.7231,FAIL,14,9,2
code-introduce-bug,code_review,entropy_scaled:tau=3.0,72,0.3472,9,86,0.8372,0.7231,FAIL,15,10,5
code-introduce-bug,code_review,"entropy_floor:tau=2.0,floor=0.5",68,0.3971,9,75,0.9067,0.7231,FAIL,14,9,2
code-introduce-bug,code_review,"entropy_floor:tau=2.0,floor=1.0",68,0.3971,9,75,0.9067,0.7231,FAIL,14,9,2
code-introduce-bug,code_review,"entropy_floor:tau=2.5,floor=0.75",68,0.3971,9,75,0.9067,0.7231,FAIL,14,9,2
code-introduce-bug,code_review,"entropy_floor:tau=3.0,floor=0.5",73,0.3699,9,85,0.8588,0.7231,FAIL,17,11,8
code-introduce-bug,code_review,"entropy_floor:tau=3.0,floor=1.0",73,0.3699,9,85,0.8588,0.7231,FAIL,17,11,8
code-introduce-bug,code_review,"gated_entropy:tau=1.5,p_cut=0.9",67,0.3731,9,76,0.8816,0.7231,FAIL,13,9,0
code-introduce-bug,code_review,"gated_entropy:tau=2.0,p_cut=0.9",68,0.3971,9,75,0.9067,0.7231,FAIL,14,9,2
code-introduce-bug,code_review,"gated_entropy:tau=2.0,p_cut=0.8",68,0.3971,9,75,0.9067,0.7231,FAIL,14,9,2
code-introduce-bug,code_review,"gated_entropy:tau=3.0,p_cut=0.9",72,0.3472,9,86,0.8372,0.7231,FAIL,15,10,5
code-add-guard,code_review,tau:0.0,242,0.2066,7,224,1.0804,0.3231,pass,16,13,0
code-add-guard,code_review,tau:3.0,195,0.1487,5,191,1.0209,0.3231,pass,14,10,1
code-add-guard,code_review,entropy_scaled:tau=1.5,164,0.2134,5,149,1.1007,0.3231,pass,14,10,1
code-add-guard,code_review,entropy_scaled:tau=1.75,164,0.2134,5,149,1.1007,0.3231,pass,14,10,1
code-add-guard,code_review,entropy_scaled:tau=2.0,195,0.1487,5,191,1.0209,0.3231,pass,14,10,1
code-add-guard,code_review,entropy_scaled:tau=2.25,195,0.1487,5,191,1.0209,0.3231,pass,14,10,1
code-add-guard,code_review,entropy_scaled:tau=2.5,195,0.1487,5,191,1.0209,0.3231,pass,14,10,1
code-add-guard,code_review,entropy_scaled:tau=2.75,195,0.1487,5,191,1.0209,0.3231,pass,14,10,1
code-add-guard,code_review,entropy_scaled:tau=3.0,195,0.1487,5,191,1.0209,0.3231,pass,14,10,1
code-add-guard,code_review,"entropy_floor:tau=2.0,floor=0.5",195,0.1487,5,191,1.0209,0.3231,pass,14,10,1
code-add-guard,code_review,"entropy_floor:tau=2.0,floor=1.0",195,0.1487,5,191,1.0209,0.3231,pass,14,10,1
code-add-guard,code_review,"entropy_floor:tau=2.5,floor=0.75",195,0.1487,5,191,1.0209,0.3231,pass,14,10,1
code-add-guard,code_review,"entropy_floor:tau=3.0,floor=0.5",195,0.1487,5,191,1.0209,0.3231,pass,14,10,1
code-add-guard,code_review,"entropy_floor:tau=3.0,floor=1.0",195,0.1487,5,191,1.0209,0.3231,pass,14,10,1
code-add-guard,code_review,"gated_entropy:tau=1.5,p_cut=0.9",164,0.2134,5,149,1.1007,0.3231,pass,14,10,1
code-add-guard,code_review,"gated_entropy:tau=2.0,p_cut=0.9",195,0.1487,5,191,1.0209,0.3231,pass,14,10,1
code-add-guard,code_review,"gated_entropy:tau=2.0,p_cut=0.8",195,0.1487,5,191,1.0209,0.3231,pass,14,10,1
code-add-guard,code_review,"gated_entropy:tau=3.0,p_cut=0.9",195,0.1487,5,191,1.0209,0.3231,pass,14,10,1
code-reformat-whitespace,code_review,tau:0.0,171,0.269,14,175,0.9771,0.2195,pass,18,13,0
code-reformat-whitespace,code_review,tau:3.0,160,0.4562,9,129,1.2403,0.2195,pass,15,10,9
code-reformat-whitespace,code_review,entropy_scaled:tau=1.5,142,0.493,10,126,1.127,0.2195,pass,17,11,30
code-reformat-whitespace,code_review,entropy_scaled:tau=1.75,140,0.5071,10,122,1.1475,0.2195,pass,19,12,30
code-reformat-whitespace,code_review,entropy_scaled:tau=2.0,140,0.5071,10,122,1.1475,0.2195,pass,19,12,30
code-reformat-whitespace,code_review,entropy_scaled:tau=2.25,140,0.5071,10,122,1.1475,0.2195,pass,19,12,30
code-reformat-whitespace,code_review,entropy_scaled:tau=2.5,140,0.5071,10,122,1.1475,0.2195,pass,19,12,30
code-reformat-whitespace,code_review,entropy_scaled:tau=2.75,140,0.5071,10,122,1.1475,0.2195,pass,19,12,30
code-reformat-whitespace,code_review,entropy_scaled:tau=3.0,158,0.4873,9,119,1.3277,0.2195,pass,14,8,0
code-reformat-whitespace,code_review,"entropy_floor:tau=2.0,floor=0.5",140,0.5071,10,122,1.1475,0.2195,pass,19,12,30
code-reformat-whitespace,code_review,"entropy_floor:tau=2.0,floor=1.0",140,0.5357,9,114,1.2281,0.2195,pass,17,11,30
code-reformat-whitespace,code_review,"entropy_floor:tau=2.5,floor=0.75",160,0.4562,9,129,1.2403,0.2195,pass,15,10,9
code-reformat-whitespace,code_review,"entropy_floor:tau=3.0,floor=0.5",160,0.4562,9,129,1.2403,0.2195,pass,15,10,9
code-reformat-whitespace,code_review,"entropy_floor:tau=3.0,floor=1.0",160,0.4562,9,129,1.2403,0.2195,pass,15,10,9
code-reformat-whitespace,code_review,"gated_entropy:tau=1.5,p_cut=0.9",142,0.493,10,126,1.127,0.2195,pass,17,11,30
code-reformat-whitespace,code_review,"gated_entropy:tau=2.0,p_cut=0.9",140,0.5071,10,122,1.1475,0.2195,pass,19,12,30
code-reformat-whitespace,code_review,"gated_entropy:tau=2.0,p_cut=0.8",140,0.5071,10,122,1.1475,0.2195,pass,19,12,30
code-reformat-whitespace,code_review,"gated_entropy:tau=3.0,p_cut=0.9",158,0.4873,9,119,1.3277,0.2195,pass,14,8,0
code-add-typehints,code_review,tau:0.0,131,0.2595,9,128,1.0234,0.2303,pass,15,10,0
code-add-typehints,code_review,tau:3.0,113,0.4336,6,96,1.1771,0.2303,pass,12,9,21
code-add-typehints,code_review,entropy_scaled:tau=1.5,185,0.2054,12,178,1.0393,0.2303,pass,18,13,0
code-add-typehints,code_review,entropy_scaled:tau=1.75,185,0.2054,12,178,1.0393,0.2303,pass,18,13,0
code-add-typehints,code_review,entropy_scaled:tau=2.0,185,0.2054,12,178,1.0393,0.2303,pass,18,13,0
code-add-typehints,code_review,entropy_scaled:tau=2.25,185,0.2054,12,178,1.0393,0.2303,pass,18,13,0
code-add-typehints,code_review,entropy_scaled:tau=2.5,185,0.2054,12,178,1.0393,0.2303,pass,18,13,0
code-add-typehints,code_review,entropy_scaled:tau=2.75,142,0.3521,10,132,1.0758,0.2303,pass,19,13,17
code-add-typehints,code_review,entropy_scaled:tau=3.0,142,0.3521,10,132,1.0758,0.2303,pass,19,13,17
code-add-typehints,code_review,"entropy_floor:tau=2.0,floor=0.5",185,0.2054,12,178,1.0393,0.2303,pass,18,13,0
code-add-typehints,code_review,"entropy_floor:tau=2.0,floor=1.0",142,0.3521,10,132,1.0758,0.2303,pass,19,13,17
code-add-typehints,code_review,"entropy_floor:tau=2.5,floor=0.75",142,0.3521,10,132,1.0758,0.2303,pass,19,13,17
code-add-typehints,code_review,"entropy_floor:tau=3.0,floor=0.5",142,0.3521,10,132,1.0758,0.2303,pass,19,13,17
code-add-typehints,code_review,"entropy_floor:tau=3.0,floor=1.0",142,0.3521,10,132,1.0758,0.2303,pass,19,13,17
code-add-typehints,code_review,"gated_entropy:tau=1.5,p_cut=0.9",185,0.2054,12,178,1.0393,0.2303,pass,18,13,0
code-add-typehints,code_review,"gated_entropy:tau=2.0,p_cut=0.9",185,0.2054,12,178,1.0393,0.2303,pass,18,13,0
code-add-typehints,code_review,"gated_entropy:tau=2.0,p_cut=0.8",185,0.2054,12,178,1.0393,0.2303,pass,18,13,0
code-add-typehints,code_review,"gated_entropy:tau=3.0,p_cut=0.9",142,0.3521,10,132,1.0758,0.2303,pass,19,13,17
code-break-logic,code_review,tau:0.0,429,0.0723,4,413,1.0387,0.0879,pass,21,18,0
code-break-logic,code_review,tau:3.0,219,0.0457,7,230,0.9522,0.0879,FAIL,22,17,15
code-break-logic,code_review,entropy_scaled:tau=1.5,429,0.0723,4,413,1.0387,0.0879,pass,21,18,0
code-break-logic,code_review,entropy_scaled:tau=1.75,363,0.0826,9,373,0.9732,0.0879,FAIL,18,16,12
code-break-logic,code_review,entropy_scaled:tau=2.0,363,0.0826,9,373,0.9732,0.0879,FAIL,18,16,12
code-break-logic,code_review,entropy_scaled:tau=2.25,363,0.0826,9,373,0.9732,0.0879,FAIL,18,16,12
code-break-logic,code_review,entropy_scaled:tau=2.5,363,0.0826,9,373,0.9732,0.0879,FAIL,18,16,12
code-break-logic,code_review,entropy_scaled:tau=2.75,363,0.0826,9,373,0.9732,0.0879,FAIL,18,16,12
code-break-logic,code_review,entropy_scaled:tau=3.0,222,0.1577,8,218,1.0183,0.0879,FAIL,19,15,15
code-break-logic,code_review,"entropy_floor:tau=2.0,floor=0.5",222,0.1577,8,218,1.0183,0.0879,FAIL,19,15,15
code-break-logic,code_review,"entropy_floor:tau=2.0,floor=1.0",221,0.1629,7,221,1.0,0.0879,FAIL,19,15,15
code-break-logic,code_review,"entropy_floor:tau=2.5,floor=0.75",221,0.1629,7,221,1.0,0.0879,FAIL,19,15,15
code-break-logic,code_review,"entropy_floor:tau=3.0,floor=0.5",221,0.1629,7,221,1.0,0.0879,FAIL,19,15,15
code-break-logic,code_review,"entropy_floor:tau=3.0,floor=1.0",221,0.1629,7,221,1.0,0.0879,FAIL,19,15,15
code-break-logic,code_review,"gated_entropy:tau=1.5,p_cut=0.9",429,0.0723,4,413,1.0387,0.0879,pass,21,18,0
code-break-logic,code_review,"gated_entropy:tau=2.0,p_cut=0.9",363,0.0826,9,373,0.9732,0.0879,FAIL,18,16,12
code-break-logic,code_review,"gated_entropy:tau=2.0,p_cut=0.8",363,0.0826,9,373,0.9732,0.0879,FAIL,18,16,12
code-break-logic,code_review,"gated_entropy:tau=3.0,p_cut=0.9",222,0.1577,8,218,1.0183,0.0879,FAIL,19,15,15
doc-report-shift-quarter,doc_summary,tau:0.0,43,0.7907,2,21,2.0476,0.9767,pass,5,2,0
doc-report-shift-quarter,doc_summary,tau:3.0,43,0.907,1,12,3.5833,0.9767,pass,3,1,0
doc-report-shift-quarter,doc_summary,entropy_scaled:tau=1.5,43,0.7907,2,21,2.0476,0.9767,pass,5,2,0
