id,category,rule,tokens,held_fraction,divergences,forward_passes,speedup,naive_salvage,correct,http_calls,chunk_calls,wasted_tokens
fact-third-country-overtakes,fact_answer,entropy_scaled:tau=2.75,109,0.5688,5,70,1.5571,0.153,pass,11,7,0
fact-third-country-overtakes,fact_answer,entropy_scaled:tau=3.0,109,0.5688,5,70,1.5571,0.153,pass,11,7,0
fact-third-country-overtakes,fact_answer,"entropy_floor:tau=2.0,floor=0.5",109,0.5688,5,70,1.5571,0.153,pass,11,7,0
fact-third-country-overtakes,fact_answer,"entropy_floor:tau=2.0,floor=1.0",109,0.7798,3,43,2.5349,0.153,pass,10,6,0
fact-third-country-overtakes,fact_answer,"entropy_floor:tau=2.5,floor=0.75",109,0.5688,5,70,1.5571,0.153,pass,11,7,0
fact-third-country-overtakes,fact_answer,"entropy_floor:tau=3.0,floor=0.5",109,0.5688,5,70,1.5571,0.153,pass,11,7,0
fact-third-country-overtakes,fact_answer,"entropy_floor:tau=3.0,floor=1.0",109,0.7798,3,43,2.5349,0.153,pass,10,6,0
fact-third-country-overtakes,fact_answer,"gated_entropy:tau=2.0,p_cut=0.8",109,0.5688,5,70,1.5571,0.153,pass,11,7,0
fact-third-country-overtakes,fact_answer,"gated_entropy:tau=2.0,p_cut=0.9",109,0.5688,5,70,1.5571,0.153,pass,11,7,0
fact-third-country-overtakes,fact_answer,"gated_entropy:tau=3.0,p_cut=0.9",109,0.5688,5,70,1.5571,0.153,pass,11,7,0
fact-change-capital-value,fact_answer,entropy_scaled:tau=1.75,153,0.6078,2,70,2.1857,0.2376,FAIL,6,4,0
fact-change-capital-value,fact_answer,entropy_scaled:tau=2.0,153,0.6078,2,70,2.1857,0.2376,FAIL,6,4,0
fact-change-capital-value,fact_answer,entropy_scaled:tau=2.25,153,0.6078,2,70,2.1857,0.2376,FAIL,6,4,0
fact-change-capital-value,fact_answer,entropy_scaled:tau=2.5,153,0.6078,2,70,2.1857,0.2376,FAIL,6,4,0
fact-change-capital-value,fact_answer,entropy_scaled:tau=2.75,153,0.6078,2,70,2.1857,0.2376,FAIL,6,4,0
fact-change-capital-value,fact_answer,entropy_scaled:tau=3.0,153,0.6209,2,68,2.25,0.2376,FAIL,6,4,0
fact-change-capital-value,fact_answer,"entropy_floor:tau=2.0,floor=0.5",153,0.6209,2,68,2.25,0.2376,FAIL,6,4,0
fact-change-capital-value,fact_answer,"entropy_floor:tau=2.0,floor=1.0",153,0.6209,2,68,2.25,0.2376,FAIL,6,4,0
fact-change-capital-value,fact_answer,"entropy_floor:tau=2.5,floor=0.75",153,0.6209,2,68,2.25,0.2376,FAIL,6,4,0
fact-change-capital-value,fact_answer,"entropy_floor:tau=3.0,floor=0.5",153,0.6209,2,68,2.25,0.2376,FAIL,6,4,0
fact-change-capital-value,fact_answer,"entropy_floor:tau=3.0,floor=1.0",153,0.6209,2,68,2.25,0.2376,FAIL,6,4,0
fact-change-capital-value,fact_answer,"gated_entropy:tau=2.0,p_cut=0.8",153,0.6078,2,70,2.1857,0.2376,FAIL,6,4,0
fact-change-capital-value,fact_answer,"gated_entropy:tau=2.0,p_cut=0.9",153,0.6078,2,70,2.1857,0.2376,FAIL,6,4,0
fact-change-capital-value,fact_answer,"gated_entropy:tau=3.0,p_cut=0.9",153,0.6209,2,68,2.25,0.2376,FAIL,6,4,0
code-rename-var,code_review,entropy_scaled:tau=1.75,107,0.4299,4,78,1.3718,0.4762,pass,10,7,0
code-rename-var,code_review,entropy_scaled:tau=2.0,107,0.4299,4,78,1.3718,0.4762,pass,10,7,0
code-rename-var,code_review,entropy_scaled:tau=2.25,107,0.4299,4,78,1.3718,0.4762,pass,10,7,0
code-rename-var,code_review,entropy_scaled:tau=2.5,107,0.4299,4,78,1.3718,0.4762,pass,10,7,0
code-rename-var,code_review,entropy_scaled:tau=2.75,107,0.4299,4,78,1.3718,0.4762,pass,10,7,0
code-rename-var,code_review,entropy_scaled:tau=3.0,107,0.4299,4,78,1.3718,0.4762,pass,10,7,0
code-rename-var,code_review,"entropy_floor:tau=2.0,floor=0.5",107,0.4299,4,78,1.3718,0.4762,pass,10,7,0
code-rename-var,code_review,"entropy_floor:tau=2.0,floor=1.0",107,0.4299,4,78,1.3718,0.4762,pass,10,7,0
code-rename-var,code_review,"entropy_floor:tau=2.5,floor=0.75",107,0.4299,4,78,1.3718,0.4762,pass,10,7,0
code-rename-var,code_review,"entropy_floor:tau=3.0,floor=0.5",107,0.4299,4,78,1.3718,0.4762,pass,10,7,0
code-rename-var,code_review,"entropy_floor:tau=3.0,floor=1.0",107,0.4299,4,78,1.3718,0.4762,pass,10,7,0
code-rename-var,code_review,"gated_entropy:tau=2.0,p_cut=0.8",107,0.4299,4,78,1.3718,0.4762,pass,10,7,0
code-rename-var,code_review,"gated_entropy:tau=2.0,p_cut=0.9",107,0.4299,4,78,1.3718,0.4762,pass,10,7,0
code-rename-var,code_review,"gated_entropy:tau=3.0,p_cut=0.9",107,0.4299,4,78,1.3718,0.4762,pass,10,7,0
code-introduce-bug,code_review,entropy_scaled:tau=1.75,52,0.25,2,49,1.0612,0.2692,pass,5,4,0
code-introduce-bug,code_review,entropy_scaled:tau=2.0,52,0.25,2,49,1.0612,0.2692,pass,5,4,0
code-introduce-bug,code_review,entropy_scaled:tau=2.25,52,0.25,2,49,1.0612,0.2692,pass,5,4,0
code-introduce-bug,code_review,entropy_scaled:tau=2.5,52,0.25,2,49,1.0612,0.2692,pass,5,4,0
code-introduce-bug,code_review,entropy_scaled:tau=2.75,52,0.25,2,49,1.0612,0.2692,pass,5,4,0
code-introduce-bug,code_review,entropy_scaled:tau=3.0,52,0.25,2,49,1.0612,0.2692,pass,5,4,0
code-introduce-bug,code_review,"entropy_floor:tau=2.0,floor=0.5",52,0.25,2,49,1.0612,0.2692,pass,5,4,0
code-introduce-bug,code_review,"entropy_floor:tau=2.0,floor=1.0",52,0.25,2,49,1.0612,0.2692,pass,5,4,0
code-introduce-bug,code_review,"entropy_floor:tau=2.5,floor=0.75",52,0.25,2,49,1.0612,0.2692,pass,5,4,0
code-introduce-bug,code_review,"entropy_floor:tau=3.0,floor=0.5",52,0.25,2,49,1.0612,0.2692,pass,5,4,0
code-introduce-bug,code_review,"entropy_floor:tau=3.0,floor=1.0",52,0.25,2,49,1.0612,0.2692,pass,5,4,0
code-introduce-bug,code_review,"gated_entropy:tau=2.0,p_cut=0.8",52,0.25,2,49,1.0612,0.2692,pass,5,4,0
code-introduce-bug,code_review,"gated_entropy:tau=2.0,p_cut=0.9",52,0.25,2,49,1.0612,0.2692,pass,5,4,0
code-introduce-bug,code_review,"gated_entropy:tau=3.0,p_cut=0.9",52,0.25,2,49,1.0612,0.2692,pass,5,4,0
code-add-guard,code_review,entropy_scaled:tau=1.75,69,0.1739,3,68,1.0147,0.3151,pass,5,4,0
code-add-guard,code_review,entropy_scaled:tau=2.0,69,0.1739,3,68,1.0147,0.3151,pass,5,4,0
code-add-guard,code_review,entropy_scaled:tau=2.25,69,0.1739,3,68,1.0147,0.3151,pass,5,4,0
code-add-guard,code_review,entropy_scaled:tau=2.5,69,0.1739,3,68,1.0147,0.3151,pass,5,4,0
code-add-guard,code_review,entropy_scaled:tau=2.75,69,0.1739,3,68,1.0147,0.3151,pass,5,4,0
code-add-guard,code_review,entropy_scaled:tau=3.0,69,0.1739,3,68,1.0147,0.3151,pass,5,4,0
code-add-guard,code_review,"entropy_floor:tau=2.0,floor=0.5",69,0.1739,3,68,1.0147,0.3151,pass,5,4,0
code-add-guard,code_review,"entropy_floor:tau=2.0,floor=1.0",69,0.1739,3,68,1.0147,0.3151,pass,5,4,0
code-add-guard,code_review,"entropy_floor:tau=2.5,floor=0.75",69,0.1739,3,68,1.0147,0.3151,pass,5,4,0
code-add-guard,code_review,"entropy_floor:tau=3.0,floor=0.5",69,0.1739,3,68,1.0147,0.3151,pass,5,4,0
code-add-guard,code_review,"entropy_floor:tau=3.0,floor=1.0",74,0.2027,3,70,1.0571,0.3151,pass,6,4,0
code-add-guard,code_review,"gated_entropy:tau=2.0,p_cut=0.8",69,0.1739,3,68,1.0147,0.3151,pass,5,4,0
code-add-guard,code_review,"gated_entropy:tau=2.0,p_cut=0.9",69,0.1739,3,68,1.0147,0.3151,pass,5,4,0
code-add-guard,code_review,"gated_entropy:tau=3.0,p_cut=0.9",69,0.1739,3,68,1.0147,0.3151,pass,5,4,0
code-reformat-whitespace,code_review,entropy_scaled:tau=1.75,18,1.0,0,2,9.0,0.52,pass,1,0,0
code-reformat-whitespace,code_review,entropy_scaled:tau=2.0,18,1.0,0,2,9.0,0.52,pass,1,0,0
code-reformat-whitespace,code_review,entropy_scaled:tau=2.25,18,1.0,0,2,9.0,0.52,pass,1,0,0
code-reformat-whitespace,code_review,entropy_scaled:tau=2.5,18,1.0,0,2,9.0,0.52,pass,1,0,0
code-reformat-whitespace,code_review,entropy_scaled:tau=2.75,18,1.0,0,2,9.0,0.52,pass,1,0,0
code-reformat-whitespace,code_review,entropy_scaled:tau=3.0,18,1.0,0,2,9.0,0.52,pass,1,0,0
code-reformat-whitespace,code_review,"entropy_floor:tau=2.0,floor=0.5",18,1.0,0,2,9.0,0.52,pass,1,0,0
code-reformat-whitespace,code_review,"entropy_floor:tau=2.0,floor=1.0",18,1.0,0,2,9.0,0.52,pass,1,0,0
code-reformat-whitespace,code_review,"entropy_floor:tau=2.5,floor=0.75",18,1.0,0,2,9.0,0.52,pass,1,0,0
code-reformat-whitespace,code_review,"entropy_floor:tau=3.0,floor=0.5",18,1.0,0,2,9.0,0.52,pass,1,0,0
code-reformat-whitespace,code_review,"entropy_floor:tau=3.0,floor=1.0",18,1.0,0,2,9.0,0.52,pass,1,0,0
code-reformat-whitespace,code_review,"gated_entropy:tau=2.0,p_cut=0.8",18,1.0,0,2,9.0,0.52,pass,1,0,0
code-reformat-whitespace,code_review,"gated_entropy:tau=2.0,p_cut=0.9",18,1.0,0,2,9.0,0.52,pass,1,0,0
code-reformat-whitespace,code_review,"gated_entropy:tau=3.0,p_cut=0.9",18,1.0,0,2,9.0,0.52,pass,1,0,0
code-add-typehints,code_review,entropy_scaled:tau=1.75,18,1.0,0,2,9.0,0.9444,pass,1,0,0
code-add-typehints,code_review,entropy_scaled:tau=2.0,18,1.0,0,2,9.0,0.9444,pass,1,0,0
code-add-typehints,code_review,entropy_scaled:tau=2.25,18,1.0,0,2,9.0,0.9444,pass,1,0,0
code-add-typehints,code_review,entropy_scaled:tau=2.5,18,1.0,0,2,9.0,0.9444,pass,1,0,0
code-add-typehints,code_review,entropy_scaled:tau=2.75,18,1.0,0,2,9.0,0.9444,pass,1,0,0
code-add-typehints,code_review,entropy_scaled:tau=3.0,18,1.0,0,2,9.0,0.9444,pass,1,0,0
code-add-typehints,code_review,"entropy_floor:tau=2.0,floor=0.5",18,1.0,0,2,9.0,0.9444,pass,1,0,0
code-add-typehints,code_review,"entropy_floor:tau=2.0,floor=1.0",18,1.0,0,2,9.0,0.9444,pass,1,0,0
code-add-typehints,code_review,"entropy_floor:tau=2.5,floor=0.75",18,1.0,0,2,9.0,0.9444,pass,1,0,0
code-add-typehints,code_review,"entropy_floor:tau=3.0,floor=0.5",18,1.0,0,2,9.0,0.9444,pass,1,0,0
code-add-typehints,code_review,"entropy_floor:tau=3.0,floor=1.0",18,1.0,0,2,9.0,0.9444,pass,1,0,0
code-add-typehints,code_review,"gated_entropy:tau=2.0,p_cut=0.8",18,1.0,0,2,9.0,0.9444,pass,1,0,0
code-add-typehints,code_review,"gated_entropy:tau=2.0,p_cut=0.9",18,1.0,0,2,9.0,0.9444,pass,1,0,0
code-add-typehints,code_review,"gated_entropy:tau=3.0,p_cut=0.9",18,1.0,0,2,9.0,0.9444,pass,1,0,0
code-break-logic,code_review,entropy_scaled:tau=1.75,155,0.0194,1,157,0.9873,0.0,FAIL,8,7,0
code-break-logic,code_review,entropy_scaled:tau=2.0,155,0.0194,1,157,0.9873,0.0,FAIL,8,7,0
code-break-logic,code_review,entropy_scaled:tau=2.25,155,0.0194,1,157,0.9873,0.0,FAIL,8,7,0
code-break-logic,code_review,entropy_scaled:tau=2.5,155,0.0194,1,157,0.9873,0.0,FAIL,8,7,0
code-break-logic,code_review,entropy_scaled:tau=2.75,155,0.0194,1,157,0.9873,0.0,FAIL,8,7,0
code-break-logic,code_review,entropy_scaled:tau=3.0,155,0.0194,1,157,0.9873,0.0,FAIL,8,7,0
code-break-logic,code_review,"entropy_floor:tau=2.0,floor=0.5",155,0.0194,1,157,0.9873,0.0,FAIL,8,7,0
code-break-logic,code_review,"entropy_floor:tau=2.0,floor=1.0",155,0.0194,1,157,0.9873,0.0,FAIL,8,7,0
code-break-logic,code_review,"entropy_floor:tau=2.5,floor=0.75",155,0.0194,1,157,0.9873,0.0,FAIL,8,7,0
code-break-logic,code_review,"entropy_floor:tau=3.0,floor=0.5",155,0.0194,1,157,0.9873,0.0,FAIL,8,7,0
code-break-logic,code_review,"entropy_floor:tau=3.0,floor=1.0",155,0.0194,1,157,0.9873,0.0,FAIL,8,7,0
code-break-logic,code_review,"gated_entropy:tau=2.0,p_cut=0.8",155,0.0194,1,157,0.9873,0.0,FAIL,8,7,0
code-break-logic,code_review,"gated_entropy:tau=2.0,p_cut=0.9",155,0.0194,1,157,0.9873,0.0,FAIL,8,7,0
code-break-logic,code_review,"gated_entropy:tau=3.0,p_cut=0.9",155,0.0194,1,157,0.9873,0.0,FAIL,8,7,0
doc-report-shift-quarter,doc_summary,entropy_scaled:tau=1.75,50,0.92,1,12,4.1667,0.98,pass,3,1,0
doc-report-shift-quarter,doc_summary,entropy_scaled:tau=2.0,50,0.92,1,12,4.1667,0.98,pass,3,1,0
doc-report-shift-quarter,doc_summary,entropy_scaled:tau=2.25,50,0.92,1,12,4.1667,0.98,pass,3,1,0
doc-report-shift-quarter,doc_summary,entropy_scaled:tau=2.5,50,0.92,1,12,4.1667,0.98,pass,3,1,0
doc-report-shift-quarter,doc_summary,entropy_scaled:tau=2.75,50,0.92,1,12,4.1667,0.98,pass,3,1,0
doc-report-shift-quarter,doc_summary,entropy_scaled:tau=3.0,50,0.92,1,12,4.1667,0.98,pass,3,1,0
doc-report-shift-quarter,doc_summary,"entropy_floor:tau=2.0,floor=0.5",50,0.92,1,12,4.1667,0.98,pass,3,1,0
doc-report-shift-quarter,doc_summary,"entropy_floor:tau=2.0,floor=1.0",50,0.92,1,12,4.1667,0.98,pass,3,1,0
doc-report-shift-quarter,doc_summary,"entropy_floor:tau=2.5,floor=0.75",50,0.92,1,12,4.1667,0.98,pass,3,1,0
doc-report-shift-quarter,doc_summary,"entropy_floor:tau=3.0,floor=0.5",50,0.92,1,12,4.1667,0.98,pass,3,1,0
doc-report-shift-quarter,doc_summary,"entropy_floor:tau=3.0,floor=1.0",50,0.92,1,12,4.1667,0.98,pass,3,1,0
doc-report-shift-quarter,doc_summary,"gated_entropy:tau=2.0,p_cut=0.8",50,0.92,1,12,4.1667,0.98,pass,3,1,0
doc-report-shift-quarter,doc_summary,"gated_entropy:tau=2.0,p_cut=0.9",50,0.92,1,12,4.1667,0.98,pass,3,1,0
doc-report-shift-quarter,doc_summary,"gated_entropy:tau=3.0,p_cut=0.9",50,0.92,1,12,4.1667,0.98,pass,3,1,0
doc-report-swap-driver,doc_summary,entropy_scaled:tau=1.75,57,0.4737,2,46,1.2391,0.614,pass,7,5,0
doc-report-swap-driver,doc_summary,entropy_scaled:tau=2.0,57,0.4737,2,46,1.2391,0.614,pass,7,5,0
doc-report-swap-driver,doc_summary,entropy_scaled:tau=2.25,57,0.4737,2,46,1.2391,0.614,pass,7,5,0
doc-report-swap-driver,doc_summary,entropy_scaled:tau=2.5,57,0.4737,2,46,1.2391,0.614,pass,7,5,0
doc-report-swap-driver,doc_summary,entropy_scaled:tau=2.75,57,0.4737,2,46,1.2391,0.614,pass,7,5,0
doc-report-swap-driver,doc_summary,entropy_scaled:tau=3.0,57,0.4737,2,46,1.2391,0.614,pass,7,5,0
doc-report-swap-driver,doc_summary,"entropy_floor:tau=2.0,floor=0.5",57,0.4737,2,46,1.2391,0.614,pass,7,5,0
doc-report-swap-driver,doc_summary,"entropy_floor:tau=2.0,floor=1.0",57,0.4737,2,46,1.2391,0.614,pass,7,5,0
doc-report-swap-driver,doc_summary,"entropy_floor:tau=2.5,floor=0.75",57,0.4737,2,46,1.2391,0.614,pass,7,5,0
doc-report-swap-driver,doc_summary,"entropy_floor:tau=3.0,floor=0.5",57,0.4737,2,46,1.2391,0.614,pass,7,5,0
doc-report-swap-driver,doc_summary,"entropy_floor:tau=3.0,floor=1.0",55,0.7636,1,21,2.619,0.614,pass,4,2,0
doc-report-swap-driver,doc_summary,"gated_entropy:tau=2.0,p_cut=0.8",57,0.4737,2,46,1.2391,0.614,pass,7,5,0
doc-report-swap-driver,doc_summary,"gated_entropy:tau=2.0,p_cut=0.9",57,0.4737,2,46,1.2391,0.614,pass,7,5,0
doc-report-swap-driver,doc_summary,"gated_entropy:tau=3.0,p_cut=0.9",57,0.4737,2,46,1.2391,0.614,pass,7,5,0
doc-table-budget-increase,doc_summary,entropy_scaled:tau=1.75,41,0.7561,2,22,1.8636,0.5789,pass,5,2,0
doc-table-budget-increase,doc_summary,entropy_scaled:tau=2.0,41,0.7561,2,22,1.8636,0.5789,pass,5,2,0
doc-table-budget-increase,doc_summary,entropy_scaled:tau=2.25,41,0.7561,2,22,1.8636,0.5789,pass,5,2,0
doc-table-budget-increase,doc_summary,entropy_scaled:tau=2.5,41,0.7561,2,22,1.8636,0.5789,pass,5,2,0
doc-table-budget-increase,doc_summary,entropy_scaled:tau=2.75,41,0.7561,2,22,1.8636,0.5789,pass,5,2,0
doc-table-budget-increase,doc_summary,entropy_scaled:tau=3.0,41,0.7561,2,22,1.8636,0.5789,pass,5,2,0
doc-table-budget-increase,doc_summary,"entropy_floor:tau=2.0,floor=0.5",41,0.7561,2,22,1.8636,0.5789,pass,5,2,0
doc-table-budget-increase,doc_summary,"entropy_floor:tau=2.0,floor=1.0",41,0.7561,2,22,1.8636,0.5789,pass,5,2,0
doc-table-budget-increase,doc_summary,"entropy_floor:tau=2.5,floor=0.75",41,0.7561,2,22,1.8636,0.5789,pass,5,2,0
doc-table-budget-increase,doc_summary,"entropy_floor:tau=3.0,floor=0.5",41,0.7561,2,22,1.8636,0.5789,pass,5,2,0
doc-table-budget-increase,doc_summary,"entropy_floor:tau=3.0,floor=1.0",41,0.7561,2,22,1.8636,0.5789,pass,5,2,0
doc-table-budget-increase,doc_summary,"gated_entropy:tau=2.0,p_cut=0.8",41,0.7561,2,22,1.8636,0.5789,pass,5,2,0
doc-table-budget-increase,doc_summary,"gated_entropy:tau=2.0,p_cut=0.9",41,0.7561,2,22,1.8636,0.5789,pass,5,2,0
doc-table-budget-increase,doc_summary,"gated_entropy:tau=3.0,p_cut=0.9",41,0.7561,2,22,1.8636,0.5789,pass,5,2,0
doc-table-new-department,doc_summary,entropy_scaled:tau=1.75,73,0.1918,5,84,0.869,0.5616,FAIL,8,6,0
doc-table-new-department,doc_summary,entropy_scaled:tau=2.0,73,0.1918,5,84,0.869,0.5616,FAIL,8,6,0
doc-table-new-department,doc_summary,entropy_scaled:tau=2.25,73,0.1918,5,84,0.869,0.5616,FAIL,8,6,0
doc-table-new-department,doc_summary,entropy_scaled:tau=2.5,73,0.1918,5,84,0.869,0.5616,FAIL,8,6,0
doc-table-new-department,doc_summary,entropy_scaled:tau=2.75,73,0.1918,5,84,0.869,0.5616,FAIL,8,6,0
doc-table-new-department,doc_summary,entropy_scaled:tau=3.0,73,0.1918,5,84,0.869,0.5616,FAIL,8,6,0
doc-table-new-department,doc_summary,"entropy_floor:tau=2.0,floor=0.5",73,0.1918,5,84,0.869,0.5616,FAIL,8,6,0
