id,category,arm,repeat,wall_s,server_prompt_ms,server_predicted_ms,http_calls,scoring_calls,chunk_calls,wasted_tokens,tokens,held_fraction,divergences,correct,analytic_speedup
fact-ranking-changes,fact_answer,"entropy_floor:tau=3.0,floor=1.0",0,0.4711,295.14,137.08,5,3,2,0,15,0.3333,2,pass,0.75
fact-ranking-changes,fact_answer,baseline,1,0.3386,19.07,318.83,1,0,0,0,21,,,pass,1.0
fact-ranking-changes,fact_answer,"entropy_floor:tau=3.0,floor=1.0",1,0.4725,295.12,138.42,5,3,2,0,15,0.3333,2,pass,0.75
fact-ranking-changes,fact_answer,baseline,2,0.3378,18.93,318.23,1,0,0,0,21,,,pass,1.0
fact-ranking-changes,fact_answer,"entropy_floor:tau=3.0,floor=1.0",2,0.4731,295.58,138.58,5,3,2,0,15,0.3333,2,pass,0.75
fact-config-value-changed,fact_answer,baseline,0,0.3062,18.4,287.19,1,0,0,0,19,,,pass,1.0
fact-config-value-changed,fact_answer,"entropy_floor:tau=3.0,floor=1.0",0,0.248,163.13,68.88,2,1,1,0,18,0.7778,1,pass,2.0
fact-config-value-changed,fact_answer,baseline,1,0.3054,18.54,286.25,1,0,0,0,19,,,pass,1.0
fact-config-value-changed,fact_answer,"entropy_floor:tau=3.0,floor=1.0",1,0.2507,164.87,69.45,2,1,1,0,18,0.7778,1,pass,2.0
fact-config-value-changed,fact_answer,baseline,2,0.3065,18.47,287.47,1,0,0,0,19,,,pass,1.0
fact-config-value-changed,fact_answer,"entropy_floor:tau=3.0,floor=1.0",2,0.25,163.65,68.79,2,1,1,0,18,0.7778,1,pass,2.0
